Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.5775,Diyala53,mesopotamia_27_25_7,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.5775,egypt_19th_dynasty_2,levant_1400-1200BC_2,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.5775,amorite_1,egypt_5th_dynasty1,-1800,-1600,Middle Bronze Age,Amorite,Levant,-2500,-2300,Old Kingdom,Egyptian,Egypt
0.575,Diyala56,levant_1400-1200BC_2,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.575,egypt_4thd_15,susa2,-2600,-2500,Old Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.575,Diyala56,ebla5,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2600,-2400,Early Bronze Age,Ebla,Levant
0.575,Diyala56,SM_22cbce_4,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.575,egypt_19_5,susa2,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.575,egypt_12d_9,egypt_13th_century,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1300,-1200,Middle Kingdom,Egyptian,Egypt
0.575,egypt13c_3,egypt_12dynasty_7,-1300,-1200,New Kingdom,Egyptian,Egypt,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.575,egypt_12dynasty_7,indus1,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.575,egypt_18th_1,levant_14-12_3,-1600,-1300,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.575,SM_22cbce_4,canaanite_1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.575,levant_1400-1200BC_2,sin_nippur_2600bc,-1400,-1200,Late Bronze,Canaanite,Levant,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.575,SM_22cbce_3,indus1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2200,-1900,Harappan,Indus,India-Pakistan
0.5725,egypt_12thC_19,egypt_6_1,-1200,-1100,New Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.5725,egypt5d_31,susa1,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5725,egypt_5th_dynasty1,idrimi,-2500,-2300,Old Kingdom,Egyptian,Egypt,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.5725,egypt_18_34,sm_22_7,-1500,-1400,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5725,egypt_12d_9,egypt_18_34,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5725,khafaji3,sm_22_7,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5725,egypt_6_1,sm_22_7,-2400,-2200,Old Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5725,indus2,sm_22_7,-2200,-1900,Harappan,Indus,India-Pakistan,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5725,SM_22cbce_3,susa2,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5725,sin_nippur_2600bc,sm_22_7,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5725,canaanit_61,egypt13c_3,-1400,-1200,Late Bronze,Canaanite,Levant,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5725,diayla_9,egypt_18_34,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5725,egypt_18d_44,egypt_4thd_15,-1500,-1400,New Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.5725,amorite_1,ebla11,-1800,-1600,Middle Bronze Age,Amorite,Levant,-2600,-2400,Early Bronze Age,Ebla,Levant
0.5725,canaanit_61,sin_nippur_2600bc,-1400,-1200,Late Bronze,Canaanite,Levant,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.57,egypt_19th_5,indus2,-1300,-1200,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.57,indus2,susa1,-2200,-1900,Harappan,Indus,India-Pakistan,-1400,-1100,Late Bronze Age,Elamite,Iran
0.57,anatolia_14_3,hazor-lb-1,-1400,-1300,Late Bronze,Hittite,Anatolia,-1400,-1200,Late Bronze,Canaanite,Levant
0.57,Diyala53,egypt13c_3,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.57,egypt19thc_4,mari5,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2500,-2300,Early Dynastic,Mari,Mesopotamia
0.57,egypt_4thd_15,thutmosesIII-1,-2600,-2500,Old Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.57,egypt5d_31,mesopotamia_27_25_7,-2600,-2400,Old Kingdom,Egyptian,Egypt,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.57,indus3,thutmosesIII-1,-2500,-2000,Harappan,Indus,India-Pakistan,-1500,-1400,New Kingdom,Egyptian,Egypt
0.57,egypt_12dynasty_7,sin_nippur_2600bc,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.57,egypt_19th_dynasty_2,indus3,-1300,-1200,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.57,diayla_9,egypt_18th_1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1600,-1300,New Kingdom,Egyptian,Egypt
0.57,egypt_19th_5,egypt_6_1,-1300,-1200,New Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.57,SM_22cbce_3,susa3,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2400,-2200,Old Elamite,Elamite,Iran
0.57,egypt_12dynasty_7,egypt_18_34,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.57,SM_22cbce_3,sin_nippur_2600bc,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.5675,egypt_13th_century,egypt_18d_61,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5675,amorite_1,egypt_19th_dynasty_2,-1800,-1600,Middle Bronze Age,Amorite,Levant,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5675,egypt_18d_44,thutmosesIII-1,-1500,-1400,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5675,egypt_6_1,indus3,-2400,-2200,Old Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.5675,egypt_19_5,indus1,-1300,-1200,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.5675,amorite_1,egypt_18th_dynasty7_1,-1800,-1600,Middle Bronze Age,Amorite,Levant,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5675,egypt_18d_44,mesopotamia_27_25_7,-1500,-1400,New Kingdom,Egyptian,Egypt,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.5675,egypt5d_31,khafaji3,-2600,-2400,Old Kingdom,Egyptian,Egypt,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia
0.5675,egypt_18d_61,egypt_19th_dynasty_2,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5675,egypt13c_3,thutmosesIII-1,-1300,-1200,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5675,egypt19thc_4,egypt_6_1,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.5675,anatolia_14_3,egypt_18th_1,-1400,-1300,Late Bronze,Hittite,Anatolia,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5675,egypt19thc_4,sm_22_9,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5675,levant_14-12_3,susa1,-1400,-1200,Late Bronze,Canaanite,Levant,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5675,egypt_18_34,indus3,-1500,-1400,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.565,egypt_12d_9,susa2,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.565,egypt_19_5,indus3,-1300,-1200,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.565,egypt19thc_4,egypt_18th_1,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.565,Diyala55,Diyala56,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia
0.565,egypt_12thC_19,egypt_13th_century,-1200,-1100,New Kingdom,Egyptian,Egypt,-1300,-1200,Middle Kingdom,Egyptian,Egypt
0.565,khafaji3,sin_nippur_2600bc,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.565,egypt_12dynasty_7,egypt_18d_61,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.565,egypt_18_34,egypt_19th_5,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.565,Diyala53,hazor-lb-1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.565,egypt_12dynasty_7,khafaji3,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia
0.565,egypt_19th_5,sm_22_9,-1300,-1200,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5625,egypt19thc_4,idrimi,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.5625,Mari1a,egypt_19_5,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5625,egypt13c_3,egypt_18th_dynasty7_1,-1300,-1200,New Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5625,canaanite_1,egypt_5th_dynasty1,-1400,-1200,Late Bronze,Canaanite,Levant,-2500,-2300,Old Kingdom,Egyptian,Egypt
0.5625,SM_22cbce_2,egypt_19th_dynasty_2,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5625,egypt_12dynasty_7,susa2,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5625,SM_22cbce_2,egypt19thc_4,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1900,-1800,Middle Kingdom,Egyptian,Egypt
0.5625,egypt_19th_5,sm_22_7,-1300,-1200,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5625,egypt_18d_44,sm_22_7,-1500,-1400,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5625,egypt_18_34,mesopotamia_27_25_7,-1500,-1400,New Kingdom,Egyptian,Egypt,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.5625,egypt_18th_dynasty7_1,sm_22_9,-1600,-1300,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5625,Wasit63,ebla11,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2600,-2400,Early Bronze Age,Ebla,Levant
0.5625,SM_22cbce_3,egypt_19_5,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5625,egypt_18d_44,levant_14-12_3,-1500,-1400,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.5625,egypt13c_3,susa2,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5625,egypt_13th_century,sm_22_9,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5625,egypt_18th_1,egypt_6_1,-1600,-1300,New Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.5625,canaanit_61,levant_1400-1200BC_2,-1400,-1200,Late Bronze,Canaanite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.5625,egypt_3rd_dynasty6,levant_14-12_3,-2700,-2600,Old Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.56,egypt_12thC_19,mesopotamia_27_25_7,-1200,-1100,New Kingdom,Egyptian,Egypt,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.56,indus1,indus2,-2200,-1900,Harappan,Indus,India-Pakistan,-2200,-1900,Harappan,Indus,India-Pakistan
0.56,egypt_18d_44,susa1,-1500,-1400,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.56,canaanite_1,idrimi,-1400,-1200,Late Bronze,Canaanite,Levant,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.56,SM_22cbce_3,egypt13c_3,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.56,amorite_1,levant_1400-1200BC_2,-1800,-1600,Middle Bronze Age,Amorite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.56,hazor-lb-1,idrimi,-1400,-1200,Late Bronze,Canaanite,Levant,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.56,egypt_12dynasty_7,egypt_6_1,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.56,hazor-lb-1,indus1,-1400,-1200,Late Bronze,Canaanite,Levant,-2200,-1900,Harappan,Indus,India-Pakistan
0.56,egypt_18_34,sin_nippur_2600bc,-1500,-1400,New Kingdom,Egyptian,Egypt,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.56,ebla11,egypt_5th_dynasty1,-2600,-2400,Early Bronze Age,Ebla,Levant,-2500,-2300,Old Kingdom,Egyptian,Egypt
0.56,canaanit_61,ebla11,-1400,-1200,Late Bronze,Canaanite,Levant,-2600,-2400,Early Bronze Age,Ebla,Levant
0.56,egypt_12d_9,levant_14-12_3,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.56,Diyala56,canaanite_1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.56,egypt_19_5,levant_14-12_3,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.56,egypt_13th_century,susa2,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.56,diayla_9,mesopotamia_27_25_7,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.56,mari5,sm_22_7,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5575,egypt_18d_61,egypt_4thd_15,-1500,-1400,New Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.5575,egypt13c_3,egypt_19_5,-1300,-1200,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5575,egypt_12dynasty_7,egypt_4thd_15,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.5575,SM_22cbce_3,levant_14-12_3,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.5575,mesopotamia_27_25_7,ramsesII,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5575,ebla11,idrimi,-2600,-2400,Early Bronze Age,Ebla,Levant,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.5575,sin_nippur_2600bc,susa2,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5575,egypt_18d_44,egypt_18th_dynasty7_1,-1500,-1400,New Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5575,Mari1a,egypt_18th_1,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5575,mari5,ramsesII,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5575,diayla_9,egypt_3rd_dynasty6,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.5575,egypt_18d_61,egypt_19_5,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5575,egypt_18th_dynasty7_1,khafaji3,-1600,-1300,New Kingdom,Egyptian,Egypt,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia
0.5575,mari5,sin_nippur_2600bc,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.5575,egypt_12dynasty_7,egypt_18th_dynasty7_1,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5575,SM_22cbce_3,thutmosesIII-1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5575,Diyala56,diayla_9,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia
0.555,egypt_18d_44,indus1,-1500,-1400,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.555,idrimi,susa1,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant,-1400,-1100,Late Bronze Age,Elamite,Iran
0.555,diayla_9,egypt_18th_dynasty7_1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1600,-1300,New Kingdom,Egyptian,Egypt
0.555,egypt_18_34,egypt_3rd_dynasty6,-1500,-1400,New Kingdom,Egyptian,Egypt,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.555,indus1,susa1,-2200,-1900,Harappan,Indus,India-Pakistan,-1400,-1100,Late Bronze Age,Elamite,Iran
0.555,diayla_9,egypt_12d_9,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1900,-1800,Middle Kingdom,Egyptian,Egypt
0.555,canaanit_61,indus3,-1400,-1200,Late Bronze,Canaanite,Levant,-2500,-2000,Harappan,Indus,India-Pakistan
0.555,egypt_12d_9,egypt_18th_1,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.555,mesopotamia_27_25_7,sm_22_7,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.555,Diyala53,Diyala55,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia
0.555,egypt13c_3,indus2,-1300,-1200,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.555,canaanit_61,thutmosesIII-1,-1400,-1200,Late Bronze,Canaanite,Levant,-1500,-1400,New Kingdom,Egyptian,Egypt
0.555,egypt_12dynasty_7,susa1,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.555,Wasit63,susa3,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2400,-2200,Old Elamite,Elamite,Iran
0.555,Diyala56,amorite_1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1800,-1600,Middle Bronze Age,Amorite,Levant
0.555,indus2,sin_nippur_2600bc,-2200,-1900,Harappan,Indus,India-Pakistan,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.555,Mari1a,idrimi,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.555,khafaji3,levant_1400-1200BC_2,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.555,egypt_18d_61,egypt_6_1,-1500,-1400,New Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.555,SM_22cbce_3,indus2,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2200,-1900,Harappan,Indus,India-Pakistan
0.555,Mari1a,egypt13c_3,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.555,amorite_1,canaanite_1,-1800,-1600,Middle Bronze Age,Amorite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.555,SM_22cbce_2,amorite_1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1800,-1600,Middle Bronze Age,Amorite,Levant
0.555,egypt_18_34,indus1,-1500,-1400,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.5525,ebla11,hazor-lb-1,-2600,-2400,Early Bronze Age,Ebla,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.5525,anatolia_14_3,egypt_19_5,-1400,-1300,Late Bronze,Hittite,Anatolia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5525,indus1,indus3,-2200,-1900,Harappan,Indus,India-Pakistan,-2500,-2000,Harappan,Indus,India-Pakistan
0.5525,egypt_18_34,egypt_19th_dynasty_2,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5525,egypt_19_5,sm_22_9,-1300,-1200,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.5525,SM_22cbce_3,canaanit_61,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.5525,egypt_12thC_19,indus2,-1200,-1100,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.5525,egypt_18d_44,egypt_19th_dynasty_2,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5525,egypt_18th_1,indus1,-1600,-1300,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.5525,egypt_19th_dynasty_2,indus1,-1300,-1200,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.5525,Wasit63,mari5,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2500,-2300,Early Dynastic,Mari,Mesopotamia
0.5525,levant_14-12_3,ramsesII,-1400,-1200,Late Bronze,Canaanite,Levant,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5525,egypt_18d_61,mesopotamia_27_25_7,-1500,-1400,New Kingdom,Egyptian,Egypt,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.5525,ramsesII,susa2,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5525,egypt_12thC_19,levant_1400-1200BC_2,-1200,-1100,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.5525,anatolia_14_3,mesopotamia_27_25_7,-1400,-1300,Late Bronze,Hittite,Anatolia,-2700,-2500,Early Dynastic,Akkadian,Mesopotamia
0.55,SM_22cbce_4,egypt_6_1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.55,egypt_18th_1,susa2,-1600,-1300,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.55,Mari1a,egypt_12dynasty_7,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.55,Wasit63,ebla5,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2600,-2400,Early Bronze Age,Ebla,Levant
0.55,Mari1a,egypt_19th_5,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.55,egypt_12thC_19,thutmosesIII-1,-1200,-1100,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.55,SM_22cbce_4,egypt_3rd_dynasty6,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.55,Diyala54,hazor-lb-1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.55,indus1,sin_nippur_2600bc,-2200,-1900,Harappan,Indus,India-Pakistan,-2600,-2500,Early Dynastic,Sumerian,Mesopotamia
0.55,susa1,susa3,-1400,-1100,Late Bronze Age,Elamite,Iran,-2400,-2200,Old Elamite,Elamite,Iran
0.55,egypt_19th_dynasty_2,levant_14-12_3,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.55,canaanit_61,levant_14-12_3,-1400,-1200,Late Bronze,Canaanite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.55,amorite_1,egypt_3rd_dynasty6,-1800,-1600,Middle Bronze Age,Amorite,Levant,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.55,Wasit63,levant_1400-1200BC_2,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1200,Late Bronze,Canaanite,Levant
0.55,egypt_18_34,indus2,-1500,-1400,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.55,egypt13c_3,khafaji3,-1300,-1200,New Kingdom,Egyptian,Egypt,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia
0.5475,susa3,thutmosesIII-1,-2400,-2200,Old Elamite,Elamite,Iran,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5475,canaanite_1,ebla11,-1400,-1200,Late Bronze,Canaanite,Levant,-2600,-2400,Early Bronze Age,Ebla,Levant
